canonical_endpoint_key	threshold	n	actual_transfer	predicted_transfer	macro_f1	accuracy	transfer_precision	transfer_recall
oral_bioavailability.absolute.percent	0.1919191919	68520	20789	15551	0.566123	0.661821	0.423381	0.316706
oral_bioavailability.absolute.percent	0.2020202020	68520	20789	15139	0.566444	0.664536	0.427439	0.311270
oral_bioavailability.absolute.percent	0.2121212121	68520	20789	14921	0.566592	0.665966	0.429663	0.308384
oral_bioavailability.absolute.percent	0.2222222222	68520	20789	14674	0.567088	0.667849	0.432874	0.305546
oral_bioavailability.absolute.percent	0.2323232323	68520	20789	14585	0.567160	0.668447	0.433870	0.304392
oral_bioavailability.absolute.percent	0.2424242424	68520	20789	14512	0.567015	0.668783	0.434330	0.303189
oral_bioavailability.absolute.percent	0.2525252525	68520	20789	14473	0.567027	0.669031	0.434741	0.302660
oral_bioavailability.absolute.percent	0.2626262626	68520	20789	14442	0.567293	0.669425	0.435535	0.302564
oral_bioavailability.absolute.percent	0.2727272727	68520	20789	14432	0.567404	0.669571	0.435837	0.302564
oral_bioavailability.absolute.percent	0.2828282828	68520	20789	14421	0.567449	0.669673	0.436031	0.302468
oral_bioavailability.absolute.percent	0.2929292929	68520	20789	14416	0.567390	0.669658	0.435974	0.302323
oral_bioavailability.absolute.percent	0.3030303030	68520	20789	14416	0.567390	0.669658	0.435974	0.302323
oral_bioavailability.absolute.percent	0.3131313131	68520	20789	14413	0.567385	0.669673	0.435995	0.302275
oral_bioavailability.absolute.percent	0.3232323232	68520	20789	14411	0.567407	0.669702	0.436056	0.302275
oral_bioavailability.absolute.percent	0.3333333333	68520	20789	14409	0.567391	0.669702	0.436047	0.302227
oral_bioavailability.absolute.percent	0.3434343434	68520	20789	14404	0.567332	0.669688	0.435990	0.302083
oral_bioavailability.absolute.percent	0.3535353535	68520	20789	14404	0.567332	0.669688	0.435990	0.302083
oral_bioavailability.absolute.percent	0.3636363636	68520	20789	14403	0.567343	0.669702	0.436020	0.302083
oral_bioavailability.absolute.percent	0.3737373737	68520	20789	14403	0.567343	0.669702	0.436020	0.302083
oral_bioavailability.absolute.percent	0.3838383838	68520	20789	14402	0.567316	0.669688	0.435981	0.302035
oral_bioavailability.absolute.percent	0.3939393939	68520	20789	14399	0.567234	0.669644	0.435864	0.301890
oral_bioavailability.absolute.percent	0.4040404040	68520	20789	14043	0.565335	0.670403	0.436089	0.294579
oral_bioavailability.absolute.percent	0.4141414141	68520	20789	13455	0.564566	0.673526	0.441249	0.285584
oral_bioavailability.absolute.percent	0.4242424242	68520	20789	12937	0.562730	0.675482	0.444075	0.276348
oral_bioavailability.absolute.percent	0.4343434343	68520	20789	12415	0.558724	0.675949	0.443012	0.264563
oral_bioavailability.absolute.percent	0.4444444444	68520	20789	11812	0.556357	0.678269	0.446834	0.253884
oral_bioavailability.absolute.percent	0.4545454545	68520	20789	11215	0.550140	0.677904	0.442889	0.238924
oral_bioavailability.absolute.percent	0.4646464646	68520	20789	10733	0.546831	0.678955	0.443678	0.229063
oral_bioavailability.absolute.percent	0.4747474747	68520	20789	10291	0.542512	0.679101	0.441745	0.218673
oral_bioavailability.absolute.percent	0.4848484848	68520	20789	9870	0.538254	0.679232	0.439716	0.208764
oral_bioavailability.absolute.percent	0.4949494949	68520	20789	9610	0.536581	0.680020	0.440895	0.203810
oral_bioavailability.absolute.percent	0.5050505051	68520	20789	9233	0.534398	0.681378	0.443518	0.196979
oral_bioavailability.absolute.percent	0.5151515152	68520	20789	8896	0.531343	0.681888	0.443345	0.189716
oral_bioavailability.absolute.percent	0.5252525253	68520	20789	8620	0.530236	0.683290	0.447100	0.185387
oral_bioavailability.absolute.percent	0.5353535354	68520	20789	8265	0.527654	0.684355	0.449244	0.178604
oral_bioavailability.absolute.percent	0.5454545455	68520	20789	7994	0.525126	0.684837	0.449587	0.172880
oral_bioavailability.absolute.percent	0.5555555556	68520	20789	7624	0.520936	0.685070	0.448190	0.164366
oral_bioavailability.absolute.percent	0.5656565657	68520	20789	7370	0.517161	0.684691	0.444640	0.157631
oral_bioavailability.absolute.percent	0.5757575758	68520	20789	7120	0.513817	0.684603	0.442275	0.151474
oral_bioavailability.absolute.percent	0.5858585859	68520	20789	6869	0.511459	0.685201	0.443150	0.146424
oral_bioavailability.absolute.percent	0.5959595960	68520	20789	6616	0.509159	0.685887	0.444528	0.141469
oral_bioavailability.absolute.percent	0.6060606061	68520	20789	6337	0.508150	0.687653	0.451633	0.137669
oral_bioavailability.absolute.percent	0.6161616162	68520	20789	6149	0.506487	0.688237	0.453407	0.134109
oral_bioavailability.absolute.percent	0.6262626263	68520	20789	5821	0.504126	0.689638	0.459028	0.128530
oral_bioavailability.absolute.percent	0.6363636364	68520	20789	5565	0.500232	0.689492	0.456244	0.122132
oral_bioavailability.absolute.percent	0.6464646465	68520	20789	4900	0.501112	0.696045	0.496122	0.116937
oral_bioavailability.absolute.percent	0.6565656566	68520	20789	4650	0.498400	0.696687	0.500645	0.111982
oral_bioavailability.absolute.percent	0.6666666667	68520	20789	4480	0.494775	0.696074	0.495982	0.106883
oral_bioavailability.absolute.percent	0.6767676768	68520	20789	4392	0.493456	0.696103	0.496129	0.104815
oral_bioavailability.absolute.percent	0.6868686869	68520	20789	4223	0.492197	0.696935	0.502723	0.102121
oral_bioavailability.absolute.percent	0.6969696970	68520	20789	4120	0.490100	0.696658	0.500485	0.099187
oral_bioavailability.absolute.percent	0.7070707071	68520	20789	3749	0.485313	0.697373	0.507069	0.091443
oral_bioavailability.absolute.percent	0.7171717172	68520	20789	3102	0.472446	0.696249	0.496132	0.074030
oral_bioavailability.absolute.percent	0.7272727273	68520	20789	2967	0.469749	0.696060	0.493765	0.070470
oral_bioavailability.absolute.percent	0.7373737374	68520	20789	2814	0.466699	0.695870	0.491116	0.066477
oral_bioavailability.absolute.percent	0.7474747475	68520	20789	2655	0.464271	0.696118	0.493785	0.063062
oral_bioavailability.absolute.percent	0.7575757576	68520	20789	2208	0.459891	0.698292	0.526268	0.055895
oral_bioavailability.absolute.percent	0.7676767677	68520	20789	2079	0.457905	0.698541	0.531987	0.053201
oral_bioavailability.absolute.percent	0.7777777778	68520	20789	1943	0.455890	0.698862	0.539887	0.050459
oral_bioavailability.absolute.percent	0.7878787879	68520	20789	1775	0.453227	0.699183	0.549859	0.046948
oral_bioavailability.absolute.percent	0.7979797980	68520	20789	1645	0.450150	0.698891	0.547720	0.043340
oral_bioavailability.absolute.percent	0.8080808081	68520	20789	1194	0.442883	0.699869	0.593802	0.034105
oral_bioavailability.absolute.percent	0.8181818182	68520	20789	1043	0.441100	0.700584	0.630872	0.031651
oral_bioavailability.absolute.percent	0.8282828283	68520	20789	973	0.439315	0.700409	0.634121	0.029679
oral_bioavailability.absolute.percent	0.8383838384	68520	20789	893	0.436815	0.699971	0.629339	0.027034
oral_bioavailability.absolute.percent	0.8484848485	68520	20789	820	0.434968	0.699810	0.634146	0.025013
oral_bioavailability.absolute.percent	0.8585858586	68520	20789	765	0.433107	0.699445	0.627451	0.023089
oral_bioavailability.absolute.percent	0.8686868687	68520	20789	711	0.432115	0.699533	0.641350	0.021935
oral_bioavailability.absolute.percent	0.8787878788	68520	20789	665	0.430681	0.699299	0.639098	0.020444
oral_bioavailability.absolute.percent	0.8888888889	68520	20789	650	0.430329	0.699285	0.641538	0.020059
oral_bioavailability.absolute.percent	0.8989898990	68520	20789	597	0.429983	0.699708	0.678392	0.019481
oral_bioavailability.absolute.percent	0.9090909091	68520	20789	292	0.420482	0.698263	0.695205	0.009765
oral_bioavailability.absolute.percent	0.9191919192	68520	20789	278	0.419942	0.698147	0.690647	0.009236
oral_bioavailability.absolute.percent	0.9292929293	68520	20789	275	0.419790	0.698103	0.687273	0.009091
oral_bioavailability.absolute.percent	0.9393939394	68520	20789	260	0.419368	0.698059	0.692308	0.008658
oral_bioavailability.absolute.percent	0.9494949495	68520	20789	255	0.419171	0.698015	0.690196	0.008466
oral_bioavailability.absolute.percent	0.9595959596	68520	20789	252	0.419019	0.697971	0.686508	0.008322
oral_bioavailability.absolute.percent	0.9696969697	68520	20789	239	0.419090	0.698161	0.723849	0.008322
oral_bioavailability.absolute.percent	0.9797979798	68520	20789	208	0.417797	0.697855	0.706731	0.007071
oral_bioavailability.absolute.percent	0.9898989899	68520	20789	182	0.416699	0.697592	0.686813	0.006013
oral_bioavailability.absolute.percent	1.0000000000	68520	20789	182	0.416699	0.697592	0.686813	0.006013
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0000000000	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0101010101	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0202020202	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0303030303	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0404040404	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0505050505	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0606060606	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0707070707	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0808080808	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.0909090909	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1010101010	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1111111111	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1212121212	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1313131313	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1414141414	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1515151515	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1616161616	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1717171717	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1818181818	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.1919191919	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2020202020	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2121212121	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2222222222	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2323232323	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2424242424	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2525252525	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2626262626	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2727272727	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2828282828	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.2929292929	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3030303030	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3131313131	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3232323232	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3333333333	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3434343434	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3535353535	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3636363636	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3737373737	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3838383838	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.3939393939	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4040404040	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4141414141	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4242424242	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4343434343	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4444444444	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4545454545	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4646464646	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4747474747	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4848484848	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.4949494949	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5050505051	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5151515152	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5252525253	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5353535354	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5454545455	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5555555556	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5656565657	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5757575758	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5858585859	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.5959595960	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6060606061	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6161616162	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6262626263	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6363636364	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6464646465	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6565656566	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6666666667	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6767676768	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6868686869	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.6969696970	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7070707071	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7171717172	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7272727273	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7373737374	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7474747475	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7575757576	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7676767677	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7777777778	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7878787879	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.7979797980	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8080808081	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8181818182	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8282828283	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8383838384	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8484848485	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8585858586	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8686868687	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8787878788	15	2	15	0.117647	0.133333	0.133333	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8888888889	15	2	7	0.603175	0.666667	0.285714	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.8989898990	15	2	7	0.603175	0.666667	0.285714	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9090909091	15	2	7	0.603175	0.666667	0.285714	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9191919192	15	2	7	0.603175	0.666667	0.285714	1.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9292929293	15	2	2	0.711538	0.866667	0.500000	0.500000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9393939394	15	2	2	0.711538	0.866667	0.500000	0.500000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9494949495	15	2	2	0.711538	0.866667	0.500000	0.500000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9595959596	15	2	0	0.464286	0.866667	0.000000	0.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9696969697	15	2	0	0.464286	0.866667	0.000000	0.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9797979798	15	2	0	0.464286	0.866667	0.000000	0.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	0.9898989899	15	2	0	0.464286	0.866667	0.000000	0.000000
q1.oral_exposure.auc.day_ng_ml.zero_to_infinity	1.0000000000	15	2	0	0.464286	0.866667	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0000000000	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0101010101	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0202020202	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0303030303	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0404040404	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0505050505	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0606060606	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0707070707	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0808080808	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.0909090909	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1010101010	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1111111111	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1212121212	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1313131313	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1414141414	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1515151515	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1616161616	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1717171717	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1818181818	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.1919191919	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2020202020	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2121212121	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2222222222	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2323232323	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2424242424	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2525252525	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2626262626	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2727272727	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2828282828	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.2929292929	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3030303030	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3131313131	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3232323232	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3333333333	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3434343434	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3535353535	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3636363636	3	3	0	0.000000	0.000000	0.000000	0.000000
q1.oral_exposure.auc.dimensionless_ratio.dosing_interval	0.3737373737	3	3	0	0.000000	0.000000	0.000000	0.000000
