canonical_endpoint_key	threshold	n	actual_transfer	predicted_transfer	macro_f1	accuracy	transfer_precision	transfer_recall
q1.oral_exposure.auc.mg_l_h.zero_to_72h	0.1212121212	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.mg_l_h.zero_to_infinity	0.1414141414	162	44	17	0.666771	0.796296	0.823529	0.318182
q1.oral_exposure.auc.mg_l_h.zero_to_last	0.1717171717	240	49	20	0.754575	0.879167	1.000000	0.408163
q1.oral_exposure.auc.mg_l_hr.zero_to_infinity	0.0000000000	1	1	1	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.min_ng_ml.zero_to_infinity	0.4949494949	18	3	0	0.454545	0.833333	0.000000	0.000000
q1.oral_exposure.auc.min_ng_ml.zero_to_last	0.0808080808	13	3	10	0.461538	0.461538	0.300000	1.000000
q1.oral_exposure.auc.min_ug_ml.zero_to_infinity	0.2222222222	18	1	0	0.485714	0.944444	0.000000	0.000000
q1.oral_exposure.auc.min_ug_ml.zero_to_last	0.1010101010	12	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_h_1_ml_1.zero_to_infinity	0.1414141414	11	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_h_l.zero_to_infinity	0.1010101010	18	3	3	1.000000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ng_h_l.zero_to_last	0.1010101010	5	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_h_ml.dosing_interval	0.1313131313	1196	182	279	0.506924	0.693144	0.168459	0.258242
q1.oral_exposure.auc.ng_h_ml.steady_state	0.1919191919	237	22	0	0.475664	0.907173	0.000000	0.000000
q1.oral_exposure.auc.ng_h_ml.zero_to_12h	0.1212121212	95	12	30	0.572072	0.705263	0.233333	0.583333
q1.oral_exposure.auc.ng_h_ml.zero_to_24h	0.1919191919	495	46	31	0.556407	0.872727	0.225806	0.152174
q1.oral_exposure.auc.ng_h_ml.zero_to_48h	0.0505050505	9	5	7	0.750000	0.777778	0.714286	1.000000
q1.oral_exposure.auc.ng_h_ml.zero_to_8h	0.0404040404	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_h_ml.zero_to_infinity	0.1616161616	11520	2139	1554	0.532257	0.748177	0.254826	0.185133
q1.oral_exposure.auc.ng_h_ml.zero_to_last	0.1717171717	11987	2044	1423	0.533487	0.769167	0.245959	0.171233
q1.oral_exposure.auc.ng_h_ml_1.zero_to_infinity	0.1818181818	378	59	25	0.638393	0.857143	0.600000	0.254237
q1.oral_exposure.auc.ng_h_ml_1.zero_to_last	0.1818181818	268	33	13	0.714641	0.910448	0.846154	0.333333
q1.oral_exposure.auc.ng_h_ml_kg.zero_to_last	0.2828282828	11	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_h_ml_mg.zero_to_last	0.0808080808	8	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_hour_ml.dosing_interval	0.1111111111	17	2	0	0.468750	0.882353	0.000000	0.000000
q1.oral_exposure.auc.ng_hour_ml.zero_to_infinity	0.1818181818	27	6	0	0.437500	0.777778	0.000000	0.000000
q1.oral_exposure.auc.ng_hour_ml.zero_to_last	0.1515151515	6	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_hr_ml.zero_to_24h	0.0606060606	6	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_hr_ml.zero_to_infinity	0.1414141414	536	98	152	0.577460	0.697761	0.289474	0.448980
q1.oral_exposure.auc.ng_hr_ml.zero_to_last	0.3131313131	728	175	21	0.487075	0.760989	0.523810	0.062857
q1.oral_exposure.auc.ng_min_ml.zero_to_infinity	0.0808080808	25	3	10	0.636175	0.720000	0.300000	1.000000
q1.oral_exposure.auc.ng_min_ml.zero_to_last	0.1414141414	57	2	2	1.000000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ng_ml_1_h.zero_to_infinity	0.1515151515	109	17	12	0.542602	0.788991	0.250000	0.176471
q1.oral_exposure.auc.ng_ml_1_h.zero_to_last	0.1515151515	185	23	9	0.555288	0.859459	0.333333	0.130435
q1.oral_exposure.auc.ng_ml_1_h_1.zero_to_infinity	0.0000000000	5	5	5	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ng_ml_1_hr.zero_to_last	0.0808080808	5	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_ml_h.zero_to_12h	0.7272727273	19	3	0	0.457143	0.842105	0.000000	0.000000
q1.oral_exposure.auc.ng_ml_h.zero_to_infinity	0.2020202020	585	87	11	0.521113	0.852991	0.545455	0.068966
q1.oral_exposure.auc.ng_ml_h.zero_to_last	0.1111111111	842	177	328	0.543218	0.616390	0.277439	0.514124
q1.oral_exposure.auc.ng_ml_h_1.zero_to_infinity	0.0000000000	3	2	3	0.400000	0.666667	0.666667	1.000000
q1.oral_exposure.auc.ng_ml_hr.zero_to_last	0.1212121212	14	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_ml_min.zero_to_last	0.0606060606	17	1	4	0.648276	0.823529	0.250000	1.000000
q1.oral_exposure.auc.ng_ml_x_h.zero_to_last	0.4545454545	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ng_x_h_ml.zero_to_infinity	0.0000000000	2	1	2	0.333333	0.500000	0.500000	1.000000
q1.oral_exposure.auc.nm_h.zero_to_infinity	0.2929292929	144	21	2	0.551107	0.868056	1.000000	0.095238
q1.oral_exposure.auc.nm_h.zero_to_last	0.1414141414	276	37	39	0.542238	0.782609	0.205128	0.216216
q1.oral_exposure.auc.nmol_h_l.zero_to_infinity	0.7474747475	146	29	0	0.444867	0.801370	0.000000	0.000000
q1.oral_exposure.auc.nmol_h_l.zero_to_last	0.1616161616	183	48	46	0.456039	0.584699	0.195652	0.187500
q1.oral_exposure.auc.nmol_h_ml.zero_to_last	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.percent.dosing_interval	0.0808080808	50	25	28	0.498193	0.500000	0.500000	0.560000
q1.oral_exposure.auc.percent.zero_to_48h	0.1212121212	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.percent.zero_to_infinity	0.0707070707	657	548	546	0.568697	0.759513	0.857143	0.854015
q1.oral_exposure.auc.percent.zero_to_last	0.1010101010	440	308	246	0.473766	0.509091	0.686992	0.548701
q1.oral_exposure.auc.pg_h_ml.dosing_interval	0.2323232323	16	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.pg_h_ml.zero_to_infinity	0.1717171717	363	145	111	0.746576	0.768595	0.774775	0.593103
q1.oral_exposure.auc.pg_h_ml.zero_to_last	0.1515151515	712	125	81	0.494891	0.750000	0.172840	0.112000
q1.oral_exposure.auc.pg_h_ml_1.zero_to_infinity	0.1111111111	6	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.pg_h_ml_1.zero_to_last	0.1515151515	15	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.pg_hr_ml.zero_to_infinity	0.0000000000	5	5	5	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.pg_ml_h.zero_to_infinity	0.0808080808	8	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.pg_ml_h.zero_to_last	0.0808080808	13	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_h_dl.zero_to_last	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ug_h_l.dosing_interval	0.0808080808	24	10	20	0.555556	0.583333	0.500000	1.000000
q1.oral_exposure.auc.ug_h_l.zero_to_24h	0.1010101010	3	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_h_l.zero_to_infinity	0.1212121212	875	121	334	0.463914	0.587429	0.140719	0.388430
q1.oral_exposure.auc.ug_h_l.zero_to_last	0.2121212121	742	88	20	0.500700	0.865229	0.200000	0.045455
q1.oral_exposure.auc.ug_h_l_1.zero_to_infinity	0.0000000000	5	5	5	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ug_h_l_1.zero_to_last	0.0808080808	17	5	12	0.588235	0.588235	0.416667	1.000000
q1.oral_exposure.auc.ug_h_ml.dosing_interval	0.1313131313	345	112	68	0.594118	0.686957	0.529412	0.321429
q1.oral_exposure.auc.ug_h_ml.zero_to_12h	0.0000000000	73	43	73	0.370690	0.589041	0.589041	1.000000
q1.oral_exposure.auc.ug_h_ml.zero_to_24h	0.2424242424	8	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_h_ml.zero_to_infinity	0.1919191919	3410	804	260	0.573498	0.775367	0.573077	0.185323
q1.oral_exposure.auc.ug_h_ml.zero_to_last	0.1313131313	2922	715	727	0.557167	0.670773	0.330124	0.335664
q1.oral_exposure.auc.ug_h_ml_1.zero_to_infinity	0.8989898990	263	71	5	0.492456	0.749049	1.000000	0.070423
q1.oral_exposure.auc.ug_h_ml_1.zero_to_last	0.1515151515	273	85	58	0.616287	0.703297	0.534483	0.364706
q1.oral_exposure.auc.ug_hour_ml.zero_to_last	0.0000000000	1	1	1	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ug_hr_ml.zero_to_infinity	0.1111111111	135	52	55	0.434952	0.459259	0.309091	0.326923
q1.oral_exposure.auc.ug_hr_ml.zero_to_last	0.0707070707	148	39	115	0.472105	0.472973	0.330435	0.974359
q1.oral_exposure.auc.ug_l_h.zero_to_infinity	0.1212121212	241	93	49	0.560729	0.634855	0.551020	0.290323
q1.oral_exposure.auc.ug_l_h.zero_to_last	0.0909090909	296	87	111	0.650925	0.689189	0.477477	0.609195
q1.oral_exposure.auc.ug_l_h_1.zero_to_infinity	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.ug_min_min_1.zero_to_infinity	0.0808080808	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_min_min_1.zero_to_last	0.0808080808	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_min_ml.zero_to_infinity	0.1111111111	198	32	77	0.575936	0.661616	0.272727	0.656250
q1.oral_exposure.auc.ug_min_ml.zero_to_last	0.1414141414	350	58	106	0.466463	0.617143	0.141509	0.258621
q1.oral_exposure.auc.ug_min_ml_1.zero_to_infinity	0.0808080808	20	2	8	0.600000	0.700000	0.250000	1.000000
q1.oral_exposure.auc.ug_min_ml_1.zero_to_last	0.0707070707	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_min_per_ml.zero_to_infinity	0.7575757576	13	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_ml_1_h.zero_to_infinity	0.1313131313	20	9	5	0.780220	0.800000	1.000000	0.555556
q1.oral_exposure.auc.ug_ml_1_h.zero_to_last	0.2121212121	100	9	3	0.734043	0.940000	1.000000	0.333333
q1.oral_exposure.auc.ug_ml_1_hr_1.zero_to_last	0.7676767677	8	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_ml_1_min.zero_to_infinity	0.0808080808	3	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_ml_h.zero_to_24h	0.1010101010	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.ug_ml_h.zero_to_infinity	0.1111111111	138	26	46	0.549020	0.652174	0.260870	0.461538
q1.oral_exposure.auc.ug_ml_h.zero_to_last	0.1111111111	265	88	100	0.546628	0.584906	0.390000	0.443182
q1.oral_exposure.auc.ug_ml_min.zero_to_infinity	0.0101010101	18	6	10	0.550000	0.555556	0.400000	0.666667
q1.oral_exposure.auc.um_h.zero_to_infinity	0.1414141414	383	50	60	0.628465	0.817232	0.333333	0.400000
q1.oral_exposure.auc.um_h.zero_to_last	0.1111111111	353	65	94	0.525128	0.668555	0.223404	0.323077
q1.oral_exposure.auc.um_hour.zero_to_infinity	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.um_hr.zero_to_infinity	0.1111111111	10	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.umol_h_l.zero_to_last	0.0000000000	17	11	17	0.392857	0.647059	0.647059	1.000000
q1.oral_exposure.auc.umol_h_l_1.zero_to_last	0.0000000000	3	3	3	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.auc.umol_l_h.dosing_interval	0.1010101010	4	1	0	0.428571	0.750000	0.000000	0.000000
q1.oral_exposure.auc.umol_l_h.zero_to_infinity	0.1717171717	6	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.auc.umol_min_l.zero_to_last	0.0909090909	10	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.decrease	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.dimensionless_ratio	0.0606060606	571	498	506	0.497214	0.786340	0.871542	0.885542
q1.oral_exposure.cmax.g_ml	0.0707070707	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.increase	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.mcg_ml	0.1010101010	76	34	17	0.690157	0.723684	0.882353	0.441176
q1.oral_exposure.cmax.mg_dl	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.mg_l	0.1212121212	2781	864	688	0.598726	0.677095	0.475291	0.378472
q1.oral_exposure.cmax.mg_l_1	0.1010101010	98	46	56	0.836462	0.836735	0.767857	0.934783
q1.oral_exposure.cmax.mg_liter	0.1010101010	31	22	16	0.796053	0.806452	1.000000	0.727273
q1.oral_exposure.cmax.mg_ml	0.0000000000	6	6	6	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.ng_eq_g	0.2121212121	28	6	4	0.878261	0.928571	1.000000	0.666667
q1.oral_exposure.cmax.ng_l	0.1616161616	48	16	2	0.521368	0.708333	1.000000	0.125000
q1.oral_exposure.cmax.ng_ml	0.1818181818	38051	6455	4683	0.547744	0.773988	0.270980	0.196592
q1.oral_exposure.cmax.ng_ml_1	0.1616161616	1333	251	152	0.533737	0.760690	0.276316	0.167331
q1.oral_exposure.cmax.ng_ml_kg	0.2828282828	18	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.ng_ml_mg	0.1313131313	31	5	0	0.456140	0.838710	0.000000	0.000000
q1.oral_exposure.cmax.ng_ml_per_mg	0.1212121212	22	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.nm	0.1616161616	924	135	75	0.548718	0.818182	0.280000	0.155556
q1.oral_exposure.cmax.nmol_l	0.1414141414	564	99	91	0.518977	0.730496	0.208791	0.191919
q1.oral_exposure.cmax.nmol_l_1	0.1212121212	86	29	23	0.669231	0.720930	0.608696	0.482759
q1.oral_exposure.cmax.nmol_ml	0.1212121212	64	10	1	0.552448	0.859375	1.000000	0.100000
q1.oral_exposure.cmax.percent	0.0808080808	1329	887	1023	0.467909	0.569601	0.653959	0.754228
q1.oral_exposure.cmax.pg_ml	0.4444444444	2777	403	247	0.606223	0.837234	0.400810	0.245658
q1.oral_exposure.cmax.pg_ml_1	0.1515151515	32	3	0	0.475410	0.906250	0.000000	0.000000
q1.oral_exposure.cmax.pmol_ml	0.1515151515	16	1	0	0.483871	0.937500	0.000000	0.000000
q1.oral_exposure.cmax.ug_dl	0.0000000000	6	6	6	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.ug_g_1	0.1919191919	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.ug_l	0.1717171717	3089	540	192	0.539727	0.807705	0.359375	0.127778
q1.oral_exposure.cmax.ug_l_1	0.2020202020	190	31	0	0.455587	0.836842	0.000000	0.000000
q1.oral_exposure.cmax.ug_min_1	0.0808080808	2	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmax.ug_ml	0.1919191919	11995	2976	1927	0.542546	0.702459	0.346134	0.224126
q1.oral_exposure.cmax.ug_ml_1	0.0909090909	1031	325	559	0.501010	0.511154	0.339893	0.584615
q1.oral_exposure.cmax.ug_ml_g	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.cmax.um	0.1717171717	1506	319	149	0.531981	0.754316	0.328859	0.153605
q1.oral_exposure.cmax.umol_l	0.1111111111	503	148	245	0.484282	0.508946	0.297959	0.493243
q1.oral_exposure.cmax.umol_l_1	0.1111111111	43	24	14	0.481360	0.488372	0.571429	0.333333
q1.oral_exposure.cmin.mg_l	0.2222222222	12	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.cmin.ng_ml	0.1313131313	313	74	30	0.584881	0.769968	0.533333	0.216216
q1.oral_exposure.cmin.pg_ml	0.1212121212	58	14	26	0.580263	0.620690	0.346154	0.642857
q1.oral_exposure.cmin.ug_l	0.0707070707	3	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.concentration_24.ng_ml	0.0606060606	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.h_l	0.0707070707	15	12	13	0.880000	0.933333	0.923077	1.000000
q1.oral_exposure.dose_normalized.h_ng_ml_mg	0.0606060606	8	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.h_ng_ml_mg_kg	0.4545454545	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.ng_h_ml	0.1010101010	171	15	44	0.641552	0.795322	0.272727	0.800000
q1.oral_exposure.dose_normalized.ng_h_ml_mg	0.0909090909	197	88	66	0.541613	0.563452	0.515152	0.386364
q1.oral_exposure.dose_normalized.ng_h_ml_per_mg	0.0000000000	18	18	18	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.dose_normalized.ng_ml	0.1010101010	142	10	39	0.494399	0.711268	0.102564	0.400000
q1.oral_exposure.dose_normalized.ng_ml_h	0.0000000000	5	5	5	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.dose_normalized.ng_ml_mg	0.1212121212	203	50	38	0.492210	0.655172	0.236842	0.180000
q1.oral_exposure.dose_normalized.ng_ml_mg_kg	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.dose_normalized.ng_ml_per_mg	0.1616161616	103	11	6	0.839714	0.951456	1.000000	0.545455
q1.oral_exposure.dose_normalized.ng_ml_per_milligram	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.dose_normalized.percent	0.0808080808	132	70	96	0.578067	0.606061	0.593750	0.814286
q1.oral_exposure.dose_normalized.ug_h_ml	0.1212121212	10	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.ug_h_ml_g	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q1.oral_exposure.dose_normalized.ug_min_ml	0.0505050505	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.ug_ml	0.0808080808	5	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.dose_normalized.ug_ml_per_mg_kg	0.1010101010	4	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.oral_iv_ratio.dimensionless_ratio	0.1313131313	6	0	0	0.500000	1.000000	0.000000	0.000000
q1.oral_exposure.tmax.hour	0.0909090909	39293	27442	26018	0.524705	0.586491	0.715120	0.678012
q1.oral_exposure.tmax.minute	0.0707070707	2175	1313	1466	0.603939	0.634483	0.676671	0.755522
q2.dissolution.fraction_dissolved.percent.15_min	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q2.dissolution.fraction_dissolved.percent.1_hour	0.0000000000	2	1	2	0.333333	0.500000	0.500000	1.000000
q2.intestinal_absorption.fraction_absorbed.percent	0.1212121212	52718	12948	11106	0.507766	0.653287	0.260040	0.223046
q2.intestinal_permeability.efflux_ratio.dimensionless_ratio.secretory_over_absorptive	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q2.intestinal_permeability.peff.10_3_cm_min	0.0000000000	4	4	4	0.500000	1.000000	1.000000	1.000000
q2.intestinal_permeability.peff.10_3_cm_s_1	0.0000000000	5	5	5	0.500000	1.000000	1.000000	1.000000
q2.intestinal_permeability.peff.10_4_cm_s_1	0.1515151515	15	0	0	0.500000	1.000000	0.000000	0.000000
q2.intestinal_permeability.peff.10_5_cm_s_1	0.0000000000	2	2	2	0.500000	1.000000	1.000000	1.000000
q2.intestinal_permeability.peff.1e-4_cm_per_second	0.1212121212	1419	411	411	0.561580	0.639183	0.377129	0.377129
q2.intestinal_permeability.peff.1e-5_cm_per_second	0.0909090909	795	488	363	0.531006	0.533333	0.661157	0.491803
q2.intestinal_permeability.peff.1e-6_cm_per_second	0.1313131313	4249	1603	1233	0.555980	0.605084	0.469586	0.361198
q2.intestinal_permeability.peff.1e-7_cm_per_second	0.1010101010	25	17	14	0.872666	0.880000	1.000000	0.823529
q2.intestinal_permeability.peff.1e6_cm_per_second	0.0808080808	93	28	33	0.573115	0.623656	0.393939	0.464286
q2.intestinal_permeability.peff.cm_min	0.1717171717	378	56	64	0.534434	0.751323	0.203125	0.232143
q2.intestinal_permeability.peff.cm_min_x104	0.1111111111	2	0	0	0.500000	1.000000	0.000000	0.000000
q2.intestinal_permeability.peff.cm_per_second	0.1212121212	10621	1627	2304	0.518813	0.709726	0.184028	0.260602
q2.intestinal_permeability.peff.cm_s_1	0.1616161616	439	48	51	0.538919	0.815490	0.176471	0.187500
q2.intestinal_permeability.peff.cm_s_x10_6	0.0000000000	7	4	7	0.363636	0.571429	0.571429	1.000000
q2.intestinal_permeability.peff.cm_s_x_10_4	0.1313131313	7	0	0	0.500000	1.000000	0.000000	0.000000
q2.intestinal_permeability.peff.cm_s_x_10_6	0.0606060606	6	0	0	0.500000	1.000000	0.000000	0.000000
q2.intestinal_permeability.peff.cm_sec_x10_5	0.0000000000	2	1	2	0.333333	0.500000	0.500000	1.000000
